sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
4541,3:24.747 703 625,"SysTick","ISR Exit","Returns to Idle",3275963258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16549,3,03 80 04 
4542,3:24.748 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3275978746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16552,4,02 0F 80 79 
4543,3:24.748 703 688,"SysTick","ISR Exit","Returns to Idle",3275979259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16556,3,03 81 04 
4544,3:24.749 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3275994746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16559,4,02 0F FF 78 
4545,3:24.749 703 688,"SysTick","ISR Exit","Returns to Idle",3275995259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16563,3,03 81 04 
4546,3:24.750 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276010746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16566,4,02 0F FF 78 
4547,3:24.750 703 688,"SysTick","ISR Exit","Returns to Idle",3276011259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16570,3,03 81 04 
4548,3:24.751 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276026746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16573,4,02 0F FF 78 
4549,3:24.751 703 688,"SysTick","ISR Exit","Returns to Idle",3276027259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16577,3,03 81 04 
4550,3:24.752 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276042746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16580,4,02 0F FF 78 
4551,3:24.752 703 688,"SysTick","ISR Exit","Returns to Idle",3276043259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16584,3,03 81 04 
4552,3:24.753 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276058746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16587,4,02 0F FF 78 
4553,3:24.753 703 688,"SysTick","ISR Exit","Returns to Idle",3276059259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16591,3,03 81 04 
4554,3:24.754 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276074746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16594,4,02 0F FF 78 
4555,3:24.754 703 688,"SysTick","ISR Exit","Returns to Idle",3276075259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16598,3,03 81 04 
4556,3:24.755 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276090746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16601,4,02 0F FF 78 
4557,3:24.755 703 688,"SysTick","ISR Exit","Returns to Idle",3276091259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16605,3,03 81 04 
4558,3:24.756 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276106746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16608,4,02 0F FF 78 
4559,3:24.756 703 688,"SysTick","ISR Exit","Returns to Idle",3276107259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16612,3,03 81 04 
4560,3:24.757 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3276122745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16615,4,02 0F FE 78 
4561,3:24.757 703 625,"SysTick","ISR Exit","Returns to Idle",3276123258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16619,3,03 81 04 
4562,3:24.758 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3276138746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16622,4,02 0F 80 79 
4563,3:24.758 703 625,"SysTick","ISR Exit","Returns to Idle",3276139258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16626,3,03 80 04 
4564,3:24.759 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3276154746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16629,4,02 0F 80 79 
4565,3:24.759 703 750,"SysTick","ISR Exit","Returns to Idle",3276155260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16633,3,03 82 04 
4566,3:24.760 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276170746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16636,4,02 0F FE 78 
4567,3:24.760 703 688,"SysTick","ISR Exit","Returns to Idle",3276171259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16640,3,03 81 04 
4568,3:24.761 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276186746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16643,4,02 0F FF 78 
4569,3:24.761 703 688,"SysTick","ISR Exit","Returns to Idle",3276187259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16647,3,03 81 04 
4570,3:24.762 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276202746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16650,4,02 0F FF 78 
4571,3:24.762 703 688,"SysTick","ISR Exit","Returns to Idle",3276203259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16654,3,03 81 04 
4572,3:24.763 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276218746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16657,4,02 0F FF 78 
4573,3:24.763 703 688,"SysTick","ISR Exit","Returns to Idle",3276219259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16661,3,03 81 04 
4574,3:24.764 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276234746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16664,4,02 0F FF 78 
4575,3:24.764 703 688,"SysTick","ISR Exit","Returns to Idle",3276235259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16668,3,03 81 04 
4576,3:24.765 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276250746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16671,4,02 0F FF 78 
4577,3:24.765 703 688,"SysTick","ISR Exit","Returns to Idle",3276251259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16675,3,03 81 04 
4578,3:24.766 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276266746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16678,4,02 0F FF 78 
4579,3:24.766 703 688,"SysTick","ISR Exit","Returns to Idle",3276267259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16682,3,03 81 04 
4580,3:24.767 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276282746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16685,4,02 0F FF 78 
4581,3:24.767 703 688,"SysTick","ISR Exit","Returns to Idle",3276283259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16689,3,03 81 04 
4582,3:24.768 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3276298746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16692,4,02 0F FF 78 
4583,3:24.768 703 750,"SysTick","ISR Exit","Returns to Idle",3276299260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16696,3,03 82 04 
4584,3:24.769 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3276314746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16699,4,02 0F FE 78 
4585,3:24.769 703 750,"SysTick","ISR Exit","Returns to Idle",3276315260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16703,3,03 82 04 
4586,3:24.770 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276330746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16706,4,02 0F FE 78 
4587,3:24.770 703 688,"SysTick","ISR Exit","Returns to Idle",3276331259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16710,3,03 81 04 
4588,3:24.771 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3276346746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16713,4,02 0F FF 78 
4589,3:24.771 703 750,"SysTick","ISR Exit","Returns to Idle",3276347260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16717,3,03 82 04 
4590,3:24.772 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3276362745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16720,4,02 0F FD 78 
4591,3:24.772 703 625,"SysTick","ISR Exit","Returns to Idle",3276363258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16724,3,03 81 04 
4592,3:24.773 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276378746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16727,4,02 0F 80 79 
4593,3:24.773 703 688,"SysTick","ISR Exit","Returns to Idle",3276379259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16731,3,03 81 04 
4594,3:24.774 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3276394746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16734,4,02 0F FF 78 
4595,3:24.774 703 750,"SysTick","ISR Exit","Returns to Idle",3276395260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16738,3,03 82 04 
4596,3:24.775 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276410746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16741,4,02 0F FE 78 
4597,3:24.775 703 688,"SysTick","ISR Exit","Returns to Idle",3276411259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16745,3,03 81 04 
4598,3:24.776 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276426746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16748,4,02 0F FF 78 
4599,3:24.776 703 688,"SysTick","ISR Exit","Returns to Idle",3276427259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16752,3,03 81 04 
4600,3:24.777 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276442746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16755,4,02 0F FF 78 
4601,3:24.777 703 688,"SysTick","ISR Exit","Returns to Idle",3276443259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16759,3,03 81 04 
4602,3:24.778 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3276458746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16762,4,02 0F FF 78 
4603,3:24.778 703 625,"SysTick","ISR Exit","Returns to Idle",3276459258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16766,3,03 80 04 
4604,3:24.779 671 625,"SysTick","ISR Enter","Runs for 81.625 us",3276474746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16769,4,02 0F 80 79 
4605,3:24.779 713 688,"SysTick","Task Ready","Task-2, runs after 81.063 us",3276475419,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,16773,5,06 D8 0D A1 05 
4606,3:24.779 753 250,"SysTick","ISR Exit","Returns to Scheduler",3276476052,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,16778,3,12 F9 04 
4607,3:24.779 794 750,"Task-2","Task Run","Runs for 139.250 us",3276476716,0x0000000400000000,0x00000008000006D8,0x00000008000006D8,4,16781,5,04 D8 0D 98 05 
4608,3:24.779 858 563,"Task-2","Log","Green Led Task!!",3276477737,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,26,16786,23,1A 13 10 47 72 65 65 6E 20 4C 65 64 20 54 61 73 6B 21 21 00 00 FD 07 
4609,3:24.779 897 063,"Task-2","vTaskDelay","xTicksToDelay=100",3276478353,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,35,16809,5,23 01 64 E8 04 
4610,3:24.779 934 000,"Task-2","Task Block","Delayed",3276478944,0x00000008000006D8,0x00000008000006D8,0x0000000400000000,7,16814,6,07 D8 0D 04 CF 04 
4611,3:24.779 987 688,"Idle","System Idle","Idle for 99.811 ms",3276479803,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,16820,3,11 DB 06 
4612,3:24.780 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3276490747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16823,4,02 0F C0 55 
4613,3:24.780 703 750,"SysTick","ISR Exit","Returns to Idle",3276491260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16827,3,03 81 04 
4614,3:24.781 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276506746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16830,4,02 0F FE 78 
4615,3:24.781 703 688,"SysTick","ISR Exit","Returns to Idle",3276507259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16834,3,03 81 04 
4616,3:24.782 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276522746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16837,4,02 0F FF 78 
4617,3:24.782 703 688,"SysTick","ISR Exit","Returns to Idle",3276523259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16841,3,03 81 04 
4618,3:24.783 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276538746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16844,4,02 0F FF 78 
4619,3:24.783 703 688,"SysTick","ISR Exit","Returns to Idle",3276539259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16848,3,03 81 04 
4620,3:24.784 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276554746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16851,4,02 0F FF 78 
4621,3:24.784 703 688,"SysTick","ISR Exit","Returns to Idle",3276555259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16855,3,03 81 04 
4622,3:24.785 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276570746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16858,4,02 0F FF 78 
4623,3:24.785 703 688,"SysTick","ISR Exit","Returns to Idle",3276571259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16862,3,03 81 04 
4624,3:24.786 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276586746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16865,4,02 0F FF 78 
4625,3:24.786 703 688,"SysTick","ISR Exit","Returns to Idle",3276587259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16869,3,03 81 04 
4626,3:24.787 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276602746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16872,4,02 0F FF 78 
4627,3:24.787 703 688,"SysTick","ISR Exit","Returns to Idle",3276603259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16876,3,03 81 04 
4628,3:24.788 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276618746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16879,4,02 0F FF 78 
4629,3:24.788 703 688,"SysTick","ISR Exit","Returns to Idle",3276619259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16883,3,03 81 04 
4630,3:24.789 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276634746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16886,4,02 0F FF 78 
4631,3:24.789 703 688,"SysTick","ISR Exit","Returns to Idle",3276635259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16890,3,03 81 04 
4632,3:24.790 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276650746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16893,4,02 0F FF 78 
4633,3:24.790 703 688,"SysTick","ISR Exit","Returns to Idle",3276651259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16897,3,03 81 04 
4634,3:24.791 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276666746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16900,4,02 0F FF 78 
4635,3:24.791 703 688,"SysTick","ISR Exit","Returns to Idle",3276667259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16904,3,03 81 04 
4636,3:24.792 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3276682747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16907,4,02 0F 80 79 
4637,3:24.792 703 750,"SysTick","ISR Exit","Returns to Idle",3276683260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16911,3,03 81 04 
4638,3:24.793 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276698746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16914,4,02 0F FE 78 
4639,3:24.793 703 688,"SysTick","ISR Exit","Returns to Idle",3276699259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16918,3,03 81 04 
4640,3:24.794 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276714746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16921,4,02 0F FF 78 
4641,3:24.794 703 688,"SysTick","ISR Exit","Returns to Idle",3276715259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16925,3,03 81 04 
4642,3:24.795 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3276730746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16928,4,02 0F FF 78 
4643,3:24.795 703 625,"SysTick","ISR Exit","Returns to Idle",3276731258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16932,3,03 80 04 
4644,3:24.796 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276746746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16935,4,02 0F 80 79 
4645,3:24.796 703 688,"SysTick","ISR Exit","Returns to Idle",3276747259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16939,3,03 81 04 
4646,3:24.797 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276762746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16942,4,02 0F FF 78 
4647,3:24.797 703 688,"SysTick","ISR Exit","Returns to Idle",3276763259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16946,3,03 81 04 
4648,3:24.798 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276778746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16949,4,02 0F FF 78 
4649,3:24.798 703 688,"SysTick","ISR Exit","Returns to Idle",3276779259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16953,3,03 81 04 
4650,3:24.799 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276794746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16956,4,02 0F FF 78 
4651,3:24.799 703 688,"SysTick","ISR Exit","Returns to Idle",3276795259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16960,3,03 81 04 
4652,3:24.800 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276810746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16963,4,02 0F FF 78 
4653,3:24.800 703 688,"SysTick","ISR Exit","Returns to Idle",3276811259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16967,3,03 81 04 
4654,3:24.801 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276826746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16970,4,02 0F FF 78 
4655,3:24.801 703 688,"SysTick","ISR Exit","Returns to Idle",3276827259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16974,3,03 81 04 
4656,3:24.802 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276842746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16977,4,02 0F FF 78 
4657,3:24.802 703 688,"SysTick","ISR Exit","Returns to Idle",3276843259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16981,3,03 81 04 
4658,3:24.803 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276858746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16984,4,02 0F FF 78 
4659,3:24.803 703 688,"SysTick","ISR Exit","Returns to Idle",3276859259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16988,3,03 81 04 
4660,3:24.804 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3276874745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16991,4,02 0F FE 78 
4661,3:24.804 703 625,"SysTick","ISR Exit","Returns to Idle",3276875258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,16995,3,03 81 04 
4662,3:24.805 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276890746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,16998,4,02 0F 80 79 
4663,3:24.805 703 688,"SysTick","ISR Exit","Returns to Idle",3276891259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,17002,3,03 81 04 
4664,3:24.806 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276906746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,17005,4,02 0F FF 78 
4665,3:24.806 703 688,"SysTick","ISR Exit","Returns to Idle",3276907259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,17009,3,03 81 04 
4666,3:24.807 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3276922746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,17012,4,02 0F FF 78 
